relpath,mask_path,cloud_fraction_unet
data/raw/2026-01-28/master/frames/himawari_20260127T223000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T223000Z_mask.png,0.003387451171875
data/raw/2026-01-28/master/frames/himawari_20260127T224000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T224000Z_mask.png,0.00360107421875
data/raw/2026-01-28/master/frames/himawari_20260127T225000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T225000Z_mask.png,0.0037689208984375
data/raw/2026-01-28/master/frames/himawari_20260127T230000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T230000Z_mask.png,0.00372314453125
data/raw/2026-01-28/master/frames/himawari_20260127T231000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T231000Z_mask.png,0.0040283203125
data/raw/2026-01-28/master/frames/himawari_20260127T232000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T232000Z_mask.png,0.00457763671875
data/raw/2026-01-28/master/frames/himawari_20260127T233000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T233000Z_mask.png,0.0050811767578125
data/raw/2026-01-28/master/frames/himawari_20260127T234000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T234000Z_mask.png,0.0056915283203125
data/raw/2026-01-28/master/frames/himawari_20260127T235000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260127T235000Z_mask.png,0.0060577392578125
data/raw/2026-01-28/master/frames/himawari_20260128T000000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T000000Z_mask.png,0.0065765380859375
data/raw/2026-01-28/master/frames/himawari_20260128T001000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T001000Z_mask.png,0.0070037841796875
data/raw/2026-01-28/master/frames/himawari_20260128T002000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T002000Z_mask.png,0.0074615478515625
data/raw/2026-01-28/master/frames/himawari_20260128T003000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T003000Z_mask.png,0.0077362060546875
data/raw/2026-01-28/master/frames/himawari_20260128T004000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T004000Z_mask.png,0.0075836181640625
data/raw/2026-01-28/master/frames/himawari_20260128T005000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T005000Z_mask.png,0.0076141357421875
data/raw/2026-01-28/master/frames/himawari_20260128T010000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T010000Z_mask.png,0.0077362060546875
data/raw/2026-01-28/master/frames/himawari_20260128T011000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T011000Z_mask.png,0.0076446533203125
data/raw/2026-01-28/master/frames/himawari_20260128T012000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T012000Z_mask.png,0.007781982421875
data/raw/2026-01-28/master/frames/himawari_20260128T013000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T013000Z_mask.png,0.0079193115234375
data/raw/2026-01-28/master/frames/himawari_20260128T014000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T014000Z_mask.png,0.008087158203125
data/raw/2026-01-28/master/frames/himawari_20260128T015000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T015000Z_mask.png,0.007904052734375
data/raw/2026-01-28/master/frames/himawari_20260128T020000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T020000Z_mask.png,0.008056640625
data/raw/2026-01-28/master/frames/himawari_20260128T021000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T021000Z_mask.png,0.0076751708984375
data/raw/2026-01-28/master/frames/himawari_20260128T022000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T022000Z_mask.png,0.0076904296875
data/raw/2026-01-28/master/frames/himawari_20260128T023000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T023000Z_mask.png,0.0074462890625
data/raw/2026-01-28/master/frames/himawari_20260128T025000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T025000Z_mask.png,0.0066680908203125
data/raw/2026-01-28/master/frames/himawari_20260128T030000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T030000Z_mask.png,0.006378173828125
data/raw/2026-01-28/master/frames/himawari_20260128T031000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T031000Z_mask.png,0.0060882568359375
data/raw/2026-01-28/master/frames/himawari_20260128T032000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T032000Z_mask.png,0.005828857421875
data/raw/2026-01-28/master/frames/himawari_20260128T033000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T033000Z_mask.png,0.0052947998046875
data/raw/2026-01-28/master/frames/himawari_20260128T034000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T034000Z_mask.png,0.0049285888671875
data/raw/2026-01-28/master/frames/himawari_20260128T035000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T035000Z_mask.png,0.00445556640625
data/raw/2026-01-28/master/frames/himawari_20260128T040000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T040000Z_mask.png,0.0042724609375
data/raw/2026-01-28/master/frames/himawari_20260128T041000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T041000Z_mask.png,0.003875732421875
data/raw/2026-01-28/master/frames/himawari_20260128T042000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T042000Z_mask.png,0.003631591796875
data/raw/2026-01-28/master/frames/himawari_20260128T043000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T043000Z_mask.png,0.003448486328125
data/raw/2026-01-28/master/frames/himawari_20260128T044000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T044000Z_mask.png,0.003082275390625
data/raw/2026-01-28/master/frames/himawari_20260128T045000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T045000Z_mask.png,0.0035247802734375
data/raw/2026-01-28/master/frames/himawari_20260128T050000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T050000Z_mask.png,0.00286865234375
data/raw/2026-01-28/master/frames/himawari_20260128T051000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T051000Z_mask.png,0.00201416015625
data/raw/2026-01-28/master/frames/himawari_20260128T052000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T052000Z_mask.png,0.0014190673828125
data/raw/2026-01-28/master/frames/himawari_20260128T053000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T053000Z_mask.png,0.00115966796875
data/raw/2026-01-28/master/frames/himawari_20260128T054000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T054000Z_mask.png,0.00079345703125
data/raw/2026-01-28/master/frames/himawari_20260128T055000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T055000Z_mask.png,0.0005950927734375
data/raw/2026-01-28/master/frames/himawari_20260128T060000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T060000Z_mask.png,0.0004425048828125
data/raw/2026-01-28/master/frames/himawari_20260128T061000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T061000Z_mask.png,0.000335693359375
data/raw/2026-01-28/master/frames/himawari_20260128T062000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T062000Z_mask.png,0.0002288818359375
data/raw/2026-01-28/master/frames/himawari_20260128T063000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T063000Z_mask.png,0.000152587890625
data/raw/2026-01-28/master/frames/himawari_20260128T064000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T064000Z_mask.png,0.0001220703125
data/raw/2026-01-28/master/frames/himawari_20260128T065000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T065000Z_mask.png,6.103515625e-05
data/raw/2026-01-28/master/frames/himawari_20260128T070000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T070000Z_mask.png,7.62939453125e-05
data/raw/2026-01-28/master/frames/himawari_20260128T071000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T071000Z_mask.png,6.103515625e-05
data/raw/2026-01-28/master/frames/himawari_20260128T072000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T072000Z_mask.png,4.57763671875e-05
data/raw/2026-01-28/master/frames/himawari_20260128T073000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T073000Z_mask.png,4.57763671875e-05
data/raw/2026-01-28/master/frames/himawari_20260128T074000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T074000Z_mask.png,4.57763671875e-05
data/raw/2026-01-28/master/frames/himawari_20260128T075000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T075000Z_mask.png,3.0517578125e-05
data/raw/2026-01-28/master/frames/himawari_20260128T080000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T080000Z_mask.png,3.0517578125e-05
data/raw/2026-01-28/master/frames/himawari_20260128T081000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T081000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T082000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T082000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T083000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T083000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T084000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T084000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T085000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T085000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T090000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T090000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T091000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T091000Z_mask.png,0.0
data/raw/2026-01-28/master/frames/himawari_20260128T092000Z.png,out/2026-01-28/phase3_unet/masks_unet/himawari_20260128T092000Z_mask.png,0.0
