relpath,is_black,mean_luma,std_luma
himawari_20260223T211000Z.png,0,21.203,33.879
himawari_20260223T212000Z.png,0,22.236,34.407
himawari_20260223T213000Z.png,0,23.329,34.951
himawari_20260223T214000Z.png,0,24.487,35.528
himawari_20260223T215000Z.png,0,25.698,36.119
himawari_20260223T221000Z.png,0,28.308,37.346
himawari_20260223T222000Z.png,0,29.717,37.965
himawari_20260223T223000Z.png,0,31.196,38.589
himawari_20260223T224000Z.png,0,32.764,39.232
himawari_20260223T225000Z.png,0,34.416,39.900
himawari_20260223T230000Z.png,0,36.141,40.591
himawari_20260223T231000Z.png,0,37.921,41.288
himawari_20260223T232000Z.png,0,39.743,41.952
himawari_20260223T233000Z.png,0,41.595,42.573
himawari_20260223T234000Z.png,0,43.506,43.180
himawari_20260223T235000Z.png,0,45.600,43.884
himawari_20260224T000000Z.png,0,47.908,44.795
himawari_20260224T001000Z.png,0,50.298,45.878
himawari_20260224T002000Z.png,0,52.556,46.906
himawari_20260224T003000Z.png,0,54.502,47.674
himawari_20260224T004000Z.png,0,56.091,48.065
himawari_20260224T005000Z.png,0,57.508,48.325
himawari_20260224T010000Z.png,0,58.928,48.685
himawari_20260224T011000Z.png,0,60.340,49.098
himawari_20260224T012000Z.png,0,61.666,49.493
himawari_20260224T013000Z.png,0,62.894,49.858
himawari_20260224T014000Z.png,0,64.014,50.193
himawari_20260224T015000Z.png,0,65.028,50.515
himawari_20260224T020000Z.png,0,65.937,50.815
himawari_20260224T021000Z.png,0,66.720,51.096
himawari_20260224T022000Z.png,0,67.382,51.360
himawari_20260224T023000Z.png,0,67.892,51.590
himawari_20260224T025000Z.png,0,68.275,51.796
himawari_20260224T030000Z.png,0,68.160,51.781
himawari_20260224T031000Z.png,0,67.819,51.689
himawari_20260224T032000Z.png,0,67.300,51.554
himawari_20260224T033000Z.png,0,66.644,51.411
himawari_20260224T034000Z.png,0,65.842,51.245
himawari_20260224T035000Z.png,0,64.926,51.094
himawari_20260224T040000Z.png,0,63.899,50.954
himawari_20260224T041000Z.png,0,62.744,50.806
himawari_20260224T042000Z.png,0,61.495,50.652
himawari_20260224T043000Z.png,0,60.210,50.518
himawari_20260224T044000Z.png,0,58.962,50.473
himawari_20260224T045000Z.png,0,57.580,50.405
himawari_20260224T050000Z.png,0,55.899,50.100
himawari_20260224T051000Z.png,0,54.033,49.545
himawari_20260224T052000Z.png,0,52.013,48.801
himawari_20260224T053000Z.png,0,49.956,48.118
himawari_20260224T054000Z.png,0,47.886,47.541
himawari_20260224T055000Z.png,0,45.918,47.052
himawari_20260224T060000Z.png,0,44.117,46.572
himawari_20260224T061000Z.png,0,42.413,46.053
himawari_20260224T062000Z.png,0,40.741,45.482
himawari_20260224T063000Z.png,0,39.090,44.846
himawari_20260224T064000Z.png,0,37.457,44.161
himawari_20260224T065000Z.png,0,35.860,43.429
himawari_20260224T070000Z.png,0,34.301,42.654
himawari_20260224T071000Z.png,0,32.789,41.859
himawari_20260224T072000Z.png,0,31.314,41.035
himawari_20260224T073000Z.png,0,29.876,40.194
himawari_20260224T074000Z.png,0,28.478,39.342
himawari_20260224T075000Z.png,0,27.119,38.500
himawari_20260224T080000Z.png,0,25.806,37.678
himawari_20260224T081000Z.png,0,24.543,36.863
himawari_20260224T082000Z.png,0,23.329,36.066
himawari_20260224T083000Z.png,0,22.165,35.287
himawari_20260224T084000Z.png,0,21.056,34.536
himawari_20260224T085000Z.png,0,19.999,33.813
himawari_20260224T090000Z.png,0,18.990,33.116
himawari_20260224T091000Z.png,0,18.026,32.456
himawari_20260224T092000Z.png,0,17.104,31.844
himawari_20260224T093000Z.png,0,16.217,31.286
himawari_20260224T094000Z.png,0,15.362,30.787
himawari_20260224T095000Z.png,0,14.546,30.367
himawari_20260224T100000Z.png,0,13.755,30.012
himawari_20260224T101000Z.png,0,13.003,29.742
himawari_20260224T102000Z.png,0,12.279,29.540
himawari_20260224T103000Z.png,0,11.583,29.383
himawari_20260224T104000Z.png,0,10.912,29.260
himawari_20260224T105000Z.png,0,10.260,29.140
himawari_20260224T110000Z.png,0,9.623,28.987
himawari_20260224T111000Z.png,0,8.991,28.768
himawari_20260224T112000Z.png,0,8.364,28.489
himawari_20260224T113000Z.png,0,7.745,28.120
himawari_20260224T114000Z.png,0,7.129,27.627
himawari_20260224T115000Z.png,0,6.512,26.969
himawari_20260224T120000Z.png,0,5.899,26.143
himawari_20260224T121000Z.png,0,5.291,25.147
himawari_20260224T122000Z.png,0,4.689,23.994
