relpath,timestamp_utc,img_ok,cloud_fraction,mean_luma,std_luma,mask_path
data/raw/2026-02-27/master/frames/himawari_20260227T031000Z.png,,1,0.0586395263671875,72.47052764892578,54.207542419433594,out/2026-02-27/daily/masks/himawari_20260227T031000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T032000Z.png,,1,0.056640625,71.85623931884766,53.9986572265625,out/2026-02-27/daily/masks/himawari_20260227T032000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T033000Z.png,,1,0.054901123046875,71.09677124023438,53.76899719238281,out/2026-02-27/daily/masks/himawari_20260227T033000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T034000Z.png,,1,0.054107666015625,70.19366455078125,53.526004791259766,out/2026-02-27/daily/masks/himawari_20260227T034000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T035000Z.png,,1,0.0536651611328125,69.15983581542969,53.27571105957031,out/2026-02-27/daily/masks/himawari_20260227T035000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T040000Z.png,,1,0.051727294921875,68.02001190185547,53.024288177490234,out/2026-02-27/daily/masks/himawari_20260227T040000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T041000Z.png,,1,0.0513153076171875,66.76472473144531,52.76210021972656,out/2026-02-27/daily/masks/himawari_20260227T041000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T042000Z.png,,1,0.0508880615234375,65.40833282470703,52.48795700073242,out/2026-02-27/daily/masks/himawari_20260227T042000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T043000Z.png,,1,0.0499725341796875,63.98912811279297,52.213985443115234,out/2026-02-27/daily/masks/himawari_20260227T043000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T044000Z.png,,1,0.049102783203125,62.5744514465332,52.0049934387207,out/2026-02-27/daily/masks/himawari_20260227T044000Z_mask.png
data/raw/2026-02-27/master/frames/himawari_20260227T045000Z.png,,1,0.046539306640625,61.04925537109375,51.796836853027344,out/2026-02-27/daily/masks/himawari_20260227T045000Z_mask.png
