relpath,timestamp_utc,img_ok,cloud_fraction,mean_luma,std_luma,mask_path
data/raw/2026-01-29/master/frames/himawari_20260128T210000Z.png,,1,0.0116424560546875,22.211233139038086,37.259883880615234,out/2026-01-29/daily/masks/himawari_20260128T210000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T211000Z.png,,1,0.011688232421875,23.196727752685547,37.742916107177734,out/2026-01-29/daily/masks/himawari_20260128T211000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T212000Z.png,,1,0.012298583984375,24.22756576538086,38.23135757446289,out/2026-01-29/daily/masks/himawari_20260128T212000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T213000Z.png,,1,0.0121612548828125,25.312084197998047,38.74474334716797,out/2026-01-29/daily/masks/himawari_20260128T213000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T214000Z.png,,1,0.0127716064453125,26.461240768432617,39.285728454589844,out/2026-01-29/daily/masks/himawari_20260128T214000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T215000Z.png,,1,0.01397705078125,27.669021606445312,39.846588134765625,out/2026-01-29/daily/masks/himawari_20260128T215000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T220000Z.png,,1,0.014862060546875,28.942277908325195,40.424285888671875,out/2026-01-29/daily/masks/himawari_20260128T220000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T221000Z.png,,1,0.0159912109375,30.283174514770508,41.020565032958984,out/2026-01-29/daily/masks/himawari_20260128T221000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T222000Z.png,,1,0.016815185546875,31.685747146606445,41.630027770996094,out/2026-01-29/daily/masks/himawari_20260128T222000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T223000Z.png,,1,0.0183258056640625,33.145259857177734,42.25926971435547,out/2026-01-29/daily/masks/himawari_20260128T223000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T224000Z.png,,1,0.0194244384765625,34.674659729003906,42.8931999206543,out/2026-01-29/daily/masks/himawari_20260128T224000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T225000Z.png,,1,0.02008056640625,36.254661560058594,43.518226623535156,out/2026-01-29/daily/masks/himawari_20260128T225000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T230000Z.png,,1,0.021148681640625,37.87798309326172,44.13439178466797,out/2026-01-29/daily/masks/himawari_20260128T230000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T231000Z.png,,1,0.0212554931640625,39.536399841308594,44.73710632324219,out/2026-01-29/daily/masks/himawari_20260128T231000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T232000Z.png,,1,0.0215911865234375,41.21295928955078,45.3129997253418,out/2026-01-29/daily/masks/himawari_20260128T232000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T233000Z.png,,1,0.0220184326171875,42.887969970703125,45.835689544677734,out/2026-01-29/daily/masks/himawari_20260128T233000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T234000Z.png,,1,0.0229339599609375,44.58263397216797,46.32099914550781,out/2026-01-29/daily/masks/himawari_20260128T234000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260128T235000Z.png,,1,0.0241851806640625,46.34468460083008,46.79946517944336,out/2026-01-29/daily/masks/himawari_20260128T235000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T000000Z.png,,1,0.0256805419921875,48.27552032470703,47.35475158691406,out/2026-01-29/daily/masks/himawari_20260129T000000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T001000Z.png,,1,0.0285491943359375,50.402137756347656,48.09871292114258,out/2026-01-29/daily/masks/himawari_20260129T001000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T002000Z.png,,1,0.0333099365234375,52.568641662597656,48.97825622558594,out/2026-01-29/daily/masks/himawari_20260129T002000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T003000Z.png,,1,0.0376129150390625,54.55926513671875,49.71513366699219,out/2026-01-29/daily/masks/himawari_20260129T003000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T004000Z.png,,1,0.0390625,56.298038482666016,50.26317596435547,out/2026-01-29/daily/masks/himawari_20260129T004000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T005000Z.png,,1,0.038116455078125,57.79655838012695,50.6121940612793,out/2026-01-29/daily/masks/himawari_20260129T005000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T010000Z.png,,1,0.0390777587890625,59.057640075683594,50.76112747192383,out/2026-01-29/daily/masks/himawari_20260129T010000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T011000Z.png,,1,0.040435791015625,60.18912124633789,50.834720611572266,out/2026-01-29/daily/masks/himawari_20260129T011000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T012000Z.png,,1,0.0413970947265625,61.30751037597656,50.958621978759766,out/2026-01-29/daily/masks/himawari_20260129T012000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T013000Z.png,,1,0.041534423828125,62.39852523803711,51.130615234375,out/2026-01-29/daily/masks/himawari_20260129T013000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T014000Z.png,,1,0.0417022705078125,63.40742492675781,51.31209182739258,out/2026-01-29/daily/masks/himawari_20260129T014000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T015000Z.png,,1,0.0414581298828125,64.30924987792969,51.475624084472656,out/2026-01-29/daily/masks/himawari_20260129T015000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T020000Z.png,,1,0.0419158935546875,65.0733413696289,51.610923767089844,out/2026-01-29/daily/masks/himawari_20260129T020000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T021000Z.png,,1,0.041290283203125,65.71124267578125,51.725284576416016,out/2026-01-29/daily/masks/himawari_20260129T021000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T022000Z.png,,1,0.04412841796875,66.21694946289062,51.802860260009766,out/2026-01-29/daily/masks/himawari_20260129T022000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T023000Z.png,,1,0.04559326171875,66.57464599609375,51.85009002685547,out/2026-01-29/daily/masks/himawari_20260129T023000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T025000Z.png,,1,0.0453338623046875,66.80658721923828,51.83681106567383,out/2026-01-29/daily/masks/himawari_20260129T025000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T030000Z.png,,1,0.045989990234375,66.68409729003906,51.768924713134766,out/2026-01-29/daily/masks/himawari_20260129T030000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T031000Z.png,,1,0.04559326171875,66.40441131591797,51.659610748291016,out/2026-01-29/daily/masks/himawari_20260129T031000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T032000Z.png,,1,0.04364013671875,65.96581268310547,51.50535202026367,out/2026-01-29/daily/masks/himawari_20260129T032000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T033000Z.png,,1,0.041534423828125,65.36886596679688,51.310081481933594,out/2026-01-29/daily/masks/himawari_20260129T033000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T034000Z.png,,1,0.0391998291015625,64.6264877319336,51.09235763549805,out/2026-01-29/daily/masks/himawari_20260129T034000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T035000Z.png,,1,0.037567138671875,63.75431823730469,50.85521697998047,out/2026-01-29/daily/masks/himawari_20260129T035000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T040000Z.png,,1,0.0364990234375,62.76201629638672,50.59797286987305,out/2026-01-29/daily/masks/himawari_20260129T040000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T041000Z.png,,1,0.035308837890625,61.70427703857422,50.353919982910156,out/2026-01-29/daily/masks/himawari_20260129T041000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T042000Z.png,,1,0.032623291015625,60.630558013916016,50.16727828979492,out/2026-01-29/daily/masks/himawari_20260129T042000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T043000Z.png,,1,0.0308074951171875,59.44898223876953,49.953426361083984,out/2026-01-29/daily/masks/himawari_20260129T043000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T044000Z.png,,1,0.0291900634765625,57.956275939941406,49.53163528442383,out/2026-01-29/daily/masks/himawari_20260129T044000Z_mask.png
data/raw/2026-01-29/master/frames/himawari_20260129T045000Z.png,,1,0.028289794921875,56.225303649902344,48.90764236450195,out/2026-01-29/daily/masks/himawari_20260129T045000Z_mask.png
