epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou
1,1.1659072836240132,1.2867766857147216,0.3755829951001538,0.41406571865081787,0.2534606707178884,0.28457110077142717
2,1.0667777591281467,1.1926316022872925,0.6545189453495873,0.44229763746261597,0.5038381434149213,0.32042832374572755
3,1.0383729305532243,1.1737798929214478,0.7093367609712813,0.20092462003231049,0.5678613897826936,0.11541019827127456
4,1.023493316438463,1.166840124130249,0.6876302013794581,0.19909455999732018,0.549071290426784,0.11424801424145699
5,1.0010878410604265,1.1549259185791017,0.7140541937616136,0.28107928186655046,0.574705946776602,0.17378742545843123
6,0.9832054773966471,1.143631601333618,0.7356801529725393,0.24067638516426088,0.5989880545271767,0.14303935021162034
7,0.9639332095781962,1.1402548789978026,0.7686612374252744,0.21551004201173782,0.6359885070059035,0.12510216757655143
8,0.9474284880691104,1.1149094343185424,0.7510739598009322,0.35682533085346224,0.6162408524089389,0.23988010734319687
9,0.9290758503807915,1.115464210510254,0.7613459593719907,0.3006026312708855,0.6352271570099725,0.19017886221408845
10,0.9117723239792718,1.1532257556915284,0.7718115349610647,0.2132152296602726,0.6421395540237427,0.12396165281534195
11,0.8957089516851637,1.0866652488708497,0.7678605814774832,0.5975690424442291,0.6404399871826172,0.4799503803253174
12,0.8791886766751608,1.079176163673401,0.7727483974562751,0.49834675192832945,0.6479792081647449,0.3831191688776016
13,0.8629705177413093,1.0833891868591308,0.7829245626926422,0.2817033901810646,0.6614647640122308,0.17396457642316818
14,0.8448306189643012,1.0751537799835205,0.7701739536391364,0.3462829440832138,0.6463810304800669,0.23151334822177888
15,0.8244489332040151,1.0671088695526123,0.8125700785054101,0.2823631435632706,0.6995468537012736,0.17580171898007393
16,0.8047700987921821,1.054105854034424,0.803268313407898,0.4576492190361023,0.6860508388943143,0.3385703146457672
17,0.7928205331166586,1.0631267070770263,0.7867147425810496,0.2934678465127945,0.6661541908979416,0.182696083933115
18,0.7714456452263726,1.0416749954223632,0.8070734540621439,0.3803456246852875,0.6926058067215813,0.2609390392899513
19,0.7543223632706536,1.043723225593567,0.8219855460855696,0.2960194393992424,0.7056004868613349,0.18701615631580354
20,0.7331937948862711,1.0298567771911622,0.8058727847205268,0.4194324672222137,0.6897526747650571,0.3043357253074646
21,0.7107203271653917,1.0191253423690796,0.8233631153901418,0.3774937838315964,0.7142599589294858,0.2560784474015236
22,0.6947356892956628,1.0379077434539794,0.818085276418262,0.31512942016124723,0.706374317407608,0.20191565603017808
23,0.6751364337073432,1.0048091053962707,0.8173966639571719,0.3411504253745079,0.7093918157948388,0.2250935763120651
24,0.6565486292044321,0.9908348560333252,0.8183162725634046,0.45442092418670654,0.7091982662677765,0.33254171907901764
25,0.6318087412251366,1.0010063886642455,0.8466029233402677,0.3119981408119202,0.7423949837684631,0.19728643596172332
26,0.6215501974026362,1.0408339858055116,0.8091340098116133,0.2100583352148533,0.7012432946099175,0.12148089557886124
27,0.6014093458652496,0.9617797613143921,0.8136208918359544,0.38628833889961245,0.6998594105243683,0.26624630987644193
28,0.570102141963111,0.9664741516113281,0.8487884700298309,0.37433185130357743,0.7498511042859819,0.25636398419737816
29,0.5539405991633733,0.9610705256462098,0.8299592733383179,0.5017316281795502,0.7263875835471683,0.39515707492828367
30,0.5408837348222733,0.9558616399765014,0.8332474397288429,0.3671389505267143,0.7307504912217458,0.2476660653948784
