filename,mask_path,threshold,cloud_fraction,white_pixels,total_pixels
himawari_20260223T211000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T211000Z_mask.png,0.3,0.0546417236328125,3581,65536
himawari_20260223T212000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T212000Z_mask.png,0.3,0.0556182861328125,3645,65536
himawari_20260223T213000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T213000Z_mask.png,0.3,0.0555267333984375,3639,65536
himawari_20260223T214000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T214000Z_mask.png,0.3,0.05792236328125,3796,65536
himawari_20260223T215000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T215000Z_mask.png,0.3,0.06036376953125,3956,65536
himawari_20260223T221000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T221000Z_mask.png,0.3,0.0652618408203125,4277,65536
himawari_20260223T222000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T222000Z_mask.png,0.3,0.0710601806640625,4657,65536
himawari_20260223T223000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T223000Z_mask.png,0.3,0.0750579833984375,4919,65536
himawari_20260223T224000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T224000Z_mask.png,0.3,0.078521728515625,5146,65536
himawari_20260223T225000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T225000Z_mask.png,0.3,0.0813446044921875,5331,65536
himawari_20260223T230000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T230000Z_mask.png,0.3,0.084228515625,5520,65536
himawari_20260223T231000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T231000Z_mask.png,0.3,0.0876312255859375,5743,65536
himawari_20260223T232000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T232000Z_mask.png,0.3,0.0905303955078125,5933,65536
himawari_20260223T233000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T233000Z_mask.png,0.3,0.09637451171875,6316,65536
himawari_20260223T234000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T234000Z_mask.png,0.3,0.102020263671875,6686,65536
himawari_20260223T235000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260223T235000Z_mask.png,0.3,0.110748291015625,7258,65536
himawari_20260224T000000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T000000Z_mask.png,0.3,0.12451171875,8160,65536
himawari_20260224T001000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T001000Z_mask.png,0.3,0.1361846923828125,8925,65536
himawari_20260224T002000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T002000Z_mask.png,0.3,0.14251708984375,9340,65536
himawari_20260224T003000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T003000Z_mask.png,0.3,0.142791748046875,9358,65536
himawari_20260224T004000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T004000Z_mask.png,0.3,0.144012451171875,9438,65536
himawari_20260224T005000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T005000Z_mask.png,0.3,0.1453857421875,9528,65536
himawari_20260224T010000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T010000Z_mask.png,0.3,0.1451568603515625,9513,65536
himawari_20260224T011000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T011000Z_mask.png,0.3,0.1469879150390625,9633,65536
himawari_20260224T012000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T012000Z_mask.png,0.3,0.149444580078125,9794,65536
himawari_20260224T013000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T013000Z_mask.png,0.3,0.1528778076171875,10019,65536
himawari_20260224T014000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T014000Z_mask.png,0.3,0.160614013671875,10526,65536
himawari_20260224T015000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T015000Z_mask.png,0.3,0.1660308837890625,10881,65536
himawari_20260224T020000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T020000Z_mask.png,0.3,0.1699066162109375,11135,65536
himawari_20260224T021000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T021000Z_mask.png,0.3,0.1729278564453125,11333,65536
himawari_20260224T022000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T022000Z_mask.png,0.3,0.1758880615234375,11527,65536
himawari_20260224T023000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T023000Z_mask.png,0.3,0.178192138671875,11678,65536
himawari_20260224T025000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T025000Z_mask.png,0.3,0.18157958984375,11900,65536
himawari_20260224T030000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T030000Z_mask.png,0.3,0.182708740234375,11974,65536
himawari_20260224T031000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T031000Z_mask.png,0.3,0.181121826171875,11870,65536
himawari_20260224T032000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T032000Z_mask.png,0.3,0.178375244140625,11690,65536
himawari_20260224T033000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T033000Z_mask.png,0.3,0.1764068603515625,11561,65536
himawari_20260224T034000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T034000Z_mask.png,0.3,0.173858642578125,11394,65536
himawari_20260224T035000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T035000Z_mask.png,0.3,0.1721038818359375,11279,65536
himawari_20260224T040000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T040000Z_mask.png,0.3,0.16961669921875,11116,65536
himawari_20260224T041000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T041000Z_mask.png,0.3,0.1663970947265625,10905,65536
himawari_20260224T042000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T042000Z_mask.png,0.3,0.1647186279296875,10795,65536
himawari_20260224T043000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T043000Z_mask.png,0.3,0.1646881103515625,10793,65536
himawari_20260224T044000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T044000Z_mask.png,0.3,0.1639862060546875,10747,65536
himawari_20260224T045000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T045000Z_mask.png,0.3,0.16217041015625,10628,65536
himawari_20260224T050000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T050000Z_mask.png,0.3,0.1599273681640625,10481,65536
himawari_20260224T051000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T051000Z_mask.png,0.3,0.15594482421875,10220,65536
himawari_20260224T052000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T052000Z_mask.png,0.3,0.149871826171875,9822,65536
himawari_20260224T053000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T053000Z_mask.png,0.3,0.14520263671875,9516,65536
himawari_20260224T054000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T054000Z_mask.png,0.3,0.1414642333984375,9271,65536
himawari_20260224T055000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T055000Z_mask.png,0.3,0.1370697021484375,8983,65536
himawari_20260224T060000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T060000Z_mask.png,0.3,0.135345458984375,8870,65536
himawari_20260224T061000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T061000Z_mask.png,0.3,0.13299560546875,8716,65536
himawari_20260224T062000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T062000Z_mask.png,0.3,0.130889892578125,8578,65536
himawari_20260224T063000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T063000Z_mask.png,0.3,0.1284637451171875,8419,65536
himawari_20260224T064000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T064000Z_mask.png,0.3,0.1244659423828125,8157,65536
himawari_20260224T065000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T065000Z_mask.png,0.3,0.120147705078125,7874,65536
himawari_20260224T070000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T070000Z_mask.png,0.3,0.1153106689453125,7557,65536
himawari_20260224T071000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T071000Z_mask.png,0.3,0.1114349365234375,7303,65536
himawari_20260224T072000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T072000Z_mask.png,0.3,0.10736083984375,7036,65536
himawari_20260224T073000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T073000Z_mask.png,0.3,0.102203369140625,6698,65536
himawari_20260224T074000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T074000Z_mask.png,0.3,0.09735107421875,6380,65536
himawari_20260224T075000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T075000Z_mask.png,0.3,0.09515380859375,6236,65536
himawari_20260224T080000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T080000Z_mask.png,0.3,0.0929107666015625,6089,65536
himawari_20260224T081000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T081000Z_mask.png,0.3,0.0897216796875,5880,65536
himawari_20260224T082000Z.png,out/2026-02-24/phase3_unet_pixelmask_thr03/masks_unet/himawari_20260224T082000Z_mask.png,0.3,0.0880889892578125,5773,65536
