relpath,mask_path,cloud_frac
data/raw/2026-01-30/master/frames/himawari_20260129T233000Z.png,out/masks/himawari_20260129T233000Z_mask.png,0.0276641845703125
data/raw/2026-01-30/master/frames/himawari_20260129T234000Z.png,out/masks/himawari_20260129T234000Z_mask.png,0.02886962890625
data/raw/2026-01-30/master/frames/himawari_20260129T235000Z.png,out/masks/himawari_20260129T235000Z_mask.png,0.0301055908203125
data/raw/2026-01-30/master/frames/himawari_20260130T000000Z.png,out/masks/himawari_20260130T000000Z_mask.png,0.0305633544921875
data/raw/2026-01-30/master/frames/himawari_20260130T001000Z.png,out/masks/himawari_20260130T001000Z_mask.png,0.032318115234375
data/raw/2026-01-30/master/frames/himawari_20260130T002000Z.png,out/masks/himawari_20260130T002000Z_mask.png,0.035064697265625
data/raw/2026-01-30/master/frames/himawari_20260130T003000Z.png,out/masks/himawari_20260130T003000Z_mask.png,0.0399169921875
data/raw/2026-01-30/master/frames/himawari_20260130T004000Z.png,out/masks/himawari_20260130T004000Z_mask.png,0.03826904296875
data/raw/2026-01-30/master/frames/himawari_20260130T005000Z.png,out/masks/himawari_20260130T005000Z_mask.png,0.0324554443359375
data/raw/2026-01-30/master/frames/himawari_20260130T010000Z.png,out/masks/himawari_20260130T010000Z_mask.png,0.0357818603515625
data/raw/2026-01-30/master/frames/himawari_20260130T011000Z.png,out/masks/himawari_20260130T011000Z_mask.png,0.037200927734375
data/raw/2026-01-30/master/frames/himawari_20260130T012000Z.png,out/masks/himawari_20260130T012000Z_mask.png,0.0369415283203125
data/raw/2026-01-30/master/frames/himawari_20260130T013000Z.png,out/masks/himawari_20260130T013000Z_mask.png,0.0398406982421875
data/raw/2026-01-30/master/frames/himawari_20260130T014000Z.png,out/masks/himawari_20260130T014000Z_mask.png,0.0428314208984375
data/raw/2026-01-30/master/frames/himawari_20260130T015000Z.png,out/masks/himawari_20260130T015000Z_mask.png,0.045257568359375
data/raw/2026-01-30/master/frames/himawari_20260130T020000Z.png,out/masks/himawari_20260130T020000Z_mask.png,0.047943115234375
data/raw/2026-01-30/master/frames/himawari_20260130T021000Z.png,out/masks/himawari_20260130T021000Z_mask.png,0.05078125
data/raw/2026-01-30/master/frames/himawari_20260130T022000Z.png,out/masks/himawari_20260130T022000Z_mask.png,0.051910400390625
data/raw/2026-01-30/master/frames/himawari_20260130T023000Z.png,out/masks/himawari_20260130T023000Z_mask.png,0.0520782470703125
data/raw/2026-01-30/master/frames/himawari_20260130T025000Z.png,out/masks/himawari_20260130T025000Z_mask.png,0.052825927734375
data/raw/2026-01-30/master/frames/himawari_20260130T030000Z.png,out/masks/himawari_20260130T030000Z_mask.png,0.0516204833984375
data/raw/2026-01-30/master/frames/himawari_20260130T031000Z.png,out/masks/himawari_20260130T031000Z_mask.png,0.054168701171875
data/raw/2026-01-30/master/frames/himawari_20260130T032000Z.png,out/masks/himawari_20260130T032000Z_mask.png,0.053070068359375
data/raw/2026-01-30/master/frames/himawari_20260130T033000Z.png,out/masks/himawari_20260130T033000Z_mask.png,0.051788330078125
data/raw/2026-01-30/master/frames/himawari_20260130T034000Z.png,out/masks/himawari_20260130T034000Z_mask.png,0.0527496337890625
data/raw/2026-01-30/master/frames/himawari_20260130T035000Z.png,out/masks/himawari_20260130T035000Z_mask.png,0.049530029296875
data/raw/2026-01-30/master/frames/himawari_20260130T040000Z.png,out/masks/himawari_20260130T040000Z_mask.png,0.05096435546875
data/raw/2026-01-30/master/frames/himawari_20260130T041000Z.png,out/masks/himawari_20260130T041000Z_mask.png,0.0499114990234375
data/raw/2026-01-30/master/frames/himawari_20260130T042000Z.png,out/masks/himawari_20260130T042000Z_mask.png,0.0522003173828125
data/raw/2026-01-30/master/frames/himawari_20260130T043000Z.png,out/masks/himawari_20260130T043000Z_mask.png,0.0474395751953125
data/raw/2026-01-30/master/frames/himawari_20260130T044000Z.png,out/masks/himawari_20260130T044000Z_mask.png,0.0477142333984375
data/raw/2026-01-30/master/frames/himawari_20260130T045000Z.png,out/masks/himawari_20260130T045000Z_mask.png,0.04669189453125
data/raw/2026-01-30/master/frames/himawari_20260130T050000Z.png,out/masks/himawari_20260130T050000Z_mask.png,0.0482940673828125
