relpath,is_black,mean_luma,std_luma
himawari_20260226T215000Z.png,1,0.000,0.000
himawari_20260226T220000Z.png,1,0.000,0.000
himawari_20260226T221000Z.png,1,0.000,0.000
himawari_20260226T222000Z.png,1,0.000,0.000
himawari_20260226T223000Z.png,1,0.000,0.000
himawari_20260226T224000Z.png,1,0.000,0.000
himawari_20260226T225000Z.png,1,0.000,0.000
himawari_20260226T230000Z.png,1,0.000,0.000
himawari_20260226T231000Z.png,1,0.000,0.000
himawari_20260226T232000Z.png,1,0.000,0.000
himawari_20260226T233000Z.png,1,0.000,0.000
himawari_20260226T234000Z.png,1,0.000,0.000
himawari_20260226T235000Z.png,1,0.000,0.000
himawari_20260227T000000Z.png,1,0.000,0.000
himawari_20260227T001000Z.png,1,0.000,0.000
himawari_20260227T002000Z.png,1,0.000,0.000
himawari_20260227T003000Z.png,1,0.000,0.000
himawari_20260227T004000Z.png,1,0.000,0.000
himawari_20260227T005000Z.png,1,0.000,0.000
himawari_20260227T010000Z.png,1,0.000,0.000
himawari_20260227T011000Z.png,1,0.000,0.000
himawari_20260227T012000Z.png,1,0.000,0.000
himawari_20260227T013000Z.png,1,0.000,0.000
himawari_20260227T014000Z.png,1,0.000,0.000
himawari_20260227T031000Z.png,0,71.523,54.081
himawari_20260227T032000Z.png,0,70.910,53.873
himawari_20260227T033000Z.png,0,70.159,53.646
himawari_20260227T034000Z.png,0,69.267,53.401
himawari_20260227T035000Z.png,0,68.250,53.154
himawari_20260227T040000Z.png,0,67.131,52.899
himawari_20260227T041000Z.png,0,65.899,52.636
himawari_20260227T042000Z.png,0,64.571,52.360
himawari_20260227T043000Z.png,0,63.185,52.084
himawari_20260227T044000Z.png,0,61.802,51.872
himawari_20260227T045000Z.png,0,60.310,51.662
himawari_20260227T050000Z.png,0,58.544,51.275
himawari_20260227T051000Z.png,0,56.563,50.628
himawari_20260227T052000Z.png,0,54.459,49.788
himawari_20260227T053000Z.png,0,52.256,48.905
himawari_20260227T054000Z.png,0,50.014,48.098
himawari_20260227T055000Z.png,0,47.902,47.409
himawari_20260227T060000Z.png,0,45.950,46.753
himawari_20260227T061000Z.png,0,44.068,46.063
himawari_20260227T062000Z.png,0,42.217,45.322
himawari_20260227T063000Z.png,0,40.386,44.528
himawari_20260227T064000Z.png,0,38.575,43.697
himawari_20260227T065000Z.png,0,36.812,42.842
himawari_20260227T070000Z.png,0,35.097,41.966
himawari_20260227T071000Z.png,0,33.434,41.068
himawari_20260227T072000Z.png,0,31.826,40.168
himawari_20260227T073000Z.png,0,30.258,39.259
himawari_20260227T074000Z.png,0,28.733,38.356
himawari_20260227T075000Z.png,0,27.257,37.460
himawari_20260227T080000Z.png,0,25.825,36.573
himawari_20260227T081000Z.png,0,24.452,35.716
himawari_20260227T082000Z.png,0,23.140,34.900
himawari_20260227T083000Z.png,0,21.882,34.117
himawari_20260227T084000Z.png,0,20.692,33.384
himawari_20260227T085000Z.png,0,19.569,32.699
himawari_20260227T090000Z.png,0,18.511,32.058
himawari_20260227T091000Z.png,0,17.519,31.474
himawari_20260227T092000Z.png,1,0.552,4.053
himawari_20260227T093000Z.png,1,0.552,4.053
