timestamp_utc,relpath,mask_path,n_objects,total_cloud_frac,largest_area_px,largest_area_frac,largest_centroid_x,largest_centroid_y
,data/raw/2026-01-28/master/frames/himawari_20260127T223000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T223000Z_mask.png,2,0.022735595703125,884,0.01348876953125,190.28846153846155,159.76357466063348
,data/raw/2026-01-28/master/frames/himawari_20260127T224000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T224000Z_mask.png,2,0.0247039794921875,936,0.0142822265625,189.52991452991452,158.9508547008547
,data/raw/2026-01-28/master/frames/himawari_20260127T225000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T225000Z_mask.png,2,0.025787353515625,995,0.0151824951171875,188.71155778894473,158.20904522613066
,data/raw/2026-01-28/master/frames/himawari_20260127T230000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T230000Z_mask.png,2,0.0265350341796875,1035,0.0157928466796875,187.68502415458937,158.20289855072463
,data/raw/2026-01-28/master/frames/himawari_20260127T231000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T231000Z_mask.png,2,0.027679443359375,1072,0.016357421875,187.24067164179104,157.98973880597015
,data/raw/2026-01-28/master/frames/himawari_20260127T232000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T232000Z_mask.png,2,0.0286865234375,1100,0.01678466796875,186.72454545454545,157.35363636363635
,data/raw/2026-01-28/master/frames/himawari_20260127T233000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T233000Z_mask.png,2,0.0308074951171875,1165,0.0177764892578125,186.668669527897,157.30643776824036
,data/raw/2026-01-28/master/frames/himawari_20260127T234000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T234000Z_mask.png,2,0.0317535400390625,1192,0.0181884765625,186.95721476510067,156.6728187919463
,data/raw/2026-01-28/master/frames/himawari_20260127T235000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260127T235000Z_mask.png,2,0.0333251953125,1206,0.018402099609375,185.93781094527364,156.94444444444446
,data/raw/2026-01-28/master/frames/himawari_20260128T000000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T000000Z_mask.png,2,0.0352325439453125,1234,0.018829345703125,186.75607779578607,156.9068071312804
,data/raw/2026-01-28/master/frames/himawari_20260128T001000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T001000Z_mask.png,2,0.037628173828125,1258,0.019195556640625,186.29093799682036,156.9618441971383
,data/raw/2026-01-28/master/frames/himawari_20260128T002000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T002000Z_mask.png,2,0.0390472412109375,1470,0.022430419921875,192.39795918367346,156.50408163265305
,data/raw/2026-01-28/master/frames/himawari_20260128T003000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T003000Z_mask.png,2,0.0399322509765625,1486,0.022674560546875,191.86675639300134,156.07604306864064
,data/raw/2026-01-28/master/frames/himawari_20260128T004000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T004000Z_mask.png,3,0.042327880859375,1577,0.0240631103515625,192.86303107165503,156.29866835764108
,data/raw/2026-01-28/master/frames/himawari_20260128T005000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T005000Z_mask.png,4,0.04296875,1568,0.02392578125,192.88839285714286,156.20982142857142
,data/raw/2026-01-28/master/frames/himawari_20260128T010000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T010000Z_mask.png,3,0.04376220703125,1898,0.028961181640625,181.7687038988409,156.83614330874605
,data/raw/2026-01-28/master/frames/himawari_20260128T011000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T011000Z_mask.png,4,0.04400634765625,1580,0.02410888671875,192.13481012658227,155.83417721518987
,data/raw/2026-01-28/master/frames/himawari_20260128T012000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T012000Z_mask.png,3,0.0450897216796875,1930,0.029449462890625,181.38238341968912,156.59533678756478
,data/raw/2026-01-28/master/frames/himawari_20260128T013000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T013000Z_mask.png,3,0.0466461181640625,1989,0.0303497314453125,179.95525389643038,156.32679738562092
,data/raw/2026-01-28/master/frames/himawari_20260128T014000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T014000Z_mask.png,4,0.04876708984375,1659,0.0253143310546875,171.748643761302,156.67148884870403
,data/raw/2026-01-28/master/frames/himawari_20260128T015000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T015000Z_mask.png,4,0.050048828125,1682,0.025665283203125,171.00475624256836,156.6652794292509
,data/raw/2026-01-28/master/frames/himawari_20260128T020000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T020000Z_mask.png,4,0.0504302978515625,1643,0.0250701904296875,170.75836883749238,157.21789409616554
,data/raw/2026-01-28/master/frames/himawari_20260128T021000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T021000Z_mask.png,4,0.050140380859375,1397,0.0213165283203125,192.49821045096635,155.36077308518253
,data/raw/2026-01-28/master/frames/himawari_20260128T022000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T022000Z_mask.png,4,0.05145263671875,1343,0.0204925537109375,192.60163812360386,155.12881608339538
,data/raw/2026-01-28/master/frames/himawari_20260128T023000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T023000Z_mask.png,3,0.0518951416015625,1353,0.0206451416015625,192.72875092387287,155.55432372505544
,data/raw/2026-01-28/master/frames/himawari_20260128T025000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T025000Z_mask.png,4,0.0524749755859375,1293,0.0197296142578125,191.6187161639598,155.58700696055683
,data/raw/2026-01-28/master/frames/himawari_20260128T030000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T030000Z_mask.png,4,0.0519256591796875,1036,0.01580810546875,185.4527027027027,156.49131274131275
,data/raw/2026-01-28/master/frames/himawari_20260128T031000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T031000Z_mask.png,5,0.0514068603515625,661,0.0100860595703125,178.67019667170953,145.75794251134644
,data/raw/2026-01-28/master/frames/himawari_20260128T032000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T032000Z_mask.png,5,0.0505218505859375,629,0.0095977783203125,178.43720190779015,145.53259141494436
,data/raw/2026-01-28/master/frames/himawari_20260128T033000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T033000Z_mask.png,5,0.0492706298828125,619,0.0094451904296875,178.09208400646204,145.5525040387722
,data/raw/2026-01-28/master/frames/himawari_20260128T034000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T034000Z_mask.png,4,0.048095703125,1046,0.015960693359375,160.52581261950286,150.33460803059273
,data/raw/2026-01-28/master/frames/himawari_20260128T035000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T035000Z_mask.png,4,0.0475311279296875,1049,0.0160064697265625,160.21258341277408,150.42516682554813
,data/raw/2026-01-28/master/frames/himawari_20260128T040000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T040000Z_mask.png,3,0.0458221435546875,1024,0.015625,159.8935546875,150.7373046875
,data/raw/2026-01-28/master/frames/himawari_20260128T041000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T041000Z_mask.png,3,0.0437774658203125,974,0.014862060546875,159.72484599589322,150.73305954825463
,data/raw/2026-01-28/master/frames/himawari_20260128T042000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T042000Z_mask.png,3,0.04144287109375,947,0.0144500732421875,159.34107708553327,150.8585005279831
,data/raw/2026-01-28/master/frames/himawari_20260128T043000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T043000Z_mask.png,3,0.03857421875,808,0.0123291015625,156.85148514851485,151.65346534653466
,data/raw/2026-01-28/master/frames/himawari_20260128T044000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-01-28/daily/masks/himawari_20260128T044000Z_mask.png,3,0.036651611328125,715,0.0109100341796875,154.2195804195804,152.51468531468532
