relpath,mask_path,cloud_frac
data/raw/2026-02-24/master/frames/himawari_20260223T211000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T211000Z_mask.png,0.051116943359375
data/raw/2026-02-24/master/frames/himawari_20260223T212000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T212000Z_mask.png,0.051544189453125
data/raw/2026-02-24/master/frames/himawari_20260223T213000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T213000Z_mask.png,0.0505828857421875
data/raw/2026-02-24/master/frames/himawari_20260223T214000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T214000Z_mask.png,0.053741455078125
data/raw/2026-02-24/master/frames/himawari_20260223T215000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T215000Z_mask.png,0.0547027587890625
data/raw/2026-02-24/master/frames/himawari_20260223T221000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T221000Z_mask.png,0.0584564208984375
data/raw/2026-02-24/master/frames/himawari_20260223T222000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T222000Z_mask.png,0.064727783203125
data/raw/2026-02-24/master/frames/himawari_20260223T223000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T223000Z_mask.png,0.0662689208984375
data/raw/2026-02-24/master/frames/himawari_20260223T224000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T224000Z_mask.png,0.070587158203125
data/raw/2026-02-24/master/frames/himawari_20260223T225000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T225000Z_mask.png,0.0737152099609375
data/raw/2026-02-24/master/frames/himawari_20260223T230000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T230000Z_mask.png,0.07769775390625
data/raw/2026-02-24/master/frames/himawari_20260223T231000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T231000Z_mask.png,0.0816802978515625
data/raw/2026-02-24/master/frames/himawari_20260223T232000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T232000Z_mask.png,0.0848846435546875
data/raw/2026-02-24/master/frames/himawari_20260223T233000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T233000Z_mask.png,0.0913238525390625
data/raw/2026-02-24/master/frames/himawari_20260223T234000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T234000Z_mask.png,0.0976715087890625
data/raw/2026-02-24/master/frames/himawari_20260223T235000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260223T235000Z_mask.png,0.1069793701171875
data/raw/2026-02-24/master/frames/himawari_20260224T000000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T000000Z_mask.png,0.120208740234375
data/raw/2026-02-24/master/frames/himawari_20260224T001000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T001000Z_mask.png,0.132659912109375
data/raw/2026-02-24/master/frames/himawari_20260224T002000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T002000Z_mask.png,0.1348114013671875
data/raw/2026-02-24/master/frames/himawari_20260224T003000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T003000Z_mask.png,0.134124755859375
data/raw/2026-02-24/master/frames/himawari_20260224T004000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T004000Z_mask.png,0.1361846923828125
data/raw/2026-02-24/master/frames/himawari_20260224T005000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T005000Z_mask.png,0.136962890625
data/raw/2026-02-24/master/frames/himawari_20260224T010000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T010000Z_mask.png,0.139617919921875
data/raw/2026-02-24/master/frames/himawari_20260224T011000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T011000Z_mask.png,0.139892578125
data/raw/2026-02-24/master/frames/himawari_20260224T012000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T012000Z_mask.png,0.140289306640625
data/raw/2026-02-24/master/frames/himawari_20260224T013000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T013000Z_mask.png,0.13873291015625
data/raw/2026-02-24/master/frames/himawari_20260224T014000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T014000Z_mask.png,0.1446685791015625
data/raw/2026-02-24/master/frames/himawari_20260224T015000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T015000Z_mask.png,0.1514892578125
data/raw/2026-02-24/master/frames/himawari_20260224T020000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T020000Z_mask.png,0.1561737060546875
data/raw/2026-02-24/master/frames/himawari_20260224T021000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T021000Z_mask.png,0.162261962890625
data/raw/2026-02-24/master/frames/himawari_20260224T022000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T022000Z_mask.png,0.164398193359375
data/raw/2026-02-24/master/frames/himawari_20260224T023000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T023000Z_mask.png,0.1654052734375
data/raw/2026-02-24/master/frames/himawari_20260224T025000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T025000Z_mask.png,0.1721649169921875
data/raw/2026-02-24/master/frames/himawari_20260224T030000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T030000Z_mask.png,0.1722259521484375
data/raw/2026-02-24/master/frames/himawari_20260224T031000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T031000Z_mask.png,0.168731689453125
data/raw/2026-02-24/master/frames/himawari_20260224T032000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T032000Z_mask.png,0.1676177978515625
data/raw/2026-02-24/master/frames/himawari_20260224T033000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T033000Z_mask.png,0.1669158935546875
data/raw/2026-02-24/master/frames/himawari_20260224T034000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T034000Z_mask.png,0.1638336181640625
data/raw/2026-02-24/master/frames/himawari_20260224T035000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T035000Z_mask.png,0.1610870361328125
data/raw/2026-02-24/master/frames/himawari_20260224T040000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T040000Z_mask.png,0.16058349609375
data/raw/2026-02-24/master/frames/himawari_20260224T041000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T041000Z_mask.png,0.155731201171875
data/raw/2026-02-24/master/frames/himawari_20260224T042000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T042000Z_mask.png,0.156524658203125
data/raw/2026-02-24/master/frames/himawari_20260224T043000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T043000Z_mask.png,0.1553497314453125
data/raw/2026-02-24/master/frames/himawari_20260224T044000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T044000Z_mask.png,0.153106689453125
data/raw/2026-02-24/master/frames/himawari_20260224T045000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T045000Z_mask.png,0.1534423828125
data/raw/2026-02-24/master/frames/himawari_20260224T050000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T050000Z_mask.png,0.1535797119140625
data/raw/2026-02-24/master/frames/himawari_20260224T051000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T051000Z_mask.png,0.1487274169921875
data/raw/2026-02-24/master/frames/himawari_20260224T052000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T052000Z_mask.png,0.142425537109375
data/raw/2026-02-24/master/frames/himawari_20260224T053000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T053000Z_mask.png,0.135894775390625
data/raw/2026-02-24/master/frames/himawari_20260224T054000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T054000Z_mask.png,0.1351470947265625
data/raw/2026-02-24/master/frames/himawari_20260224T055000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T055000Z_mask.png,0.1313629150390625
data/raw/2026-02-24/master/frames/himawari_20260224T060000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T060000Z_mask.png,0.1291961669921875
data/raw/2026-02-24/master/frames/himawari_20260224T061000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T061000Z_mask.png,0.1272735595703125
data/raw/2026-02-24/master/frames/himawari_20260224T062000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T062000Z_mask.png,0.125518798828125
data/raw/2026-02-24/master/frames/himawari_20260224T063000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T063000Z_mask.png,0.1241912841796875
data/raw/2026-02-24/master/frames/himawari_20260224T064000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T064000Z_mask.png,0.1212005615234375
data/raw/2026-02-24/master/frames/himawari_20260224T065000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T065000Z_mask.png,0.1188201904296875
data/raw/2026-02-24/master/frames/himawari_20260224T070000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T070000Z_mask.png,0.1104736328125
data/raw/2026-02-24/master/frames/himawari_20260224T071000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T071000Z_mask.png,0.105560302734375
data/raw/2026-02-24/master/frames/himawari_20260224T072000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T072000Z_mask.png,0.100128173828125
data/raw/2026-02-24/master/frames/himawari_20260224T073000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T073000Z_mask.png,0.0966796875
data/raw/2026-02-24/master/frames/himawari_20260224T074000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T074000Z_mask.png,0.0889434814453125
data/raw/2026-02-24/master/frames/himawari_20260224T075000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T075000Z_mask.png,0.08837890625
data/raw/2026-02-24/master/frames/himawari_20260224T080000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T080000Z_mask.png,0.085174560546875
data/raw/2026-02-24/master/frames/himawari_20260224T081000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T081000Z_mask.png,0.0815887451171875
data/raw/2026-02-24/master/frames/himawari_20260224T082000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T082000Z_mask.png,0.0827178955078125
data/raw/2026-02-24/master/frames/himawari_20260224T083000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T083000Z_mask.png,0.0817718505859375
data/raw/2026-02-24/master/frames/himawari_20260224T084000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T084000Z_mask.png,0.079864501953125
data/raw/2026-02-24/master/frames/himawari_20260224T085000Z.png,out/2026-02-24/phase2_baseline/masks/himawari_20260224T085000Z_mask.png,0.08074951171875
