epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.866866425673167,0.2406322727568959,0.1537078299527878,0.8205279484391212,0.6822350546717644,0.5182529650628567
2,0.8271183689435323,0.25254630406141254,0.1553280552855628,0.8860354796051979,0.00028552527659075205,0.00014283148778803517
3,0.7351580311854681,0.36414055290134517,0.24551768948447475,0.5873625874519348,0.6730727553367615,0.507473461329937
4,0.6899195065100988,0.4597749413356931,0.3333877379130076,0.5865611508488655,0.691693551838398,0.5293205864727497
5,0.6856328656276067,0.44927054766989777,0.3212701924063467,0.5171918608248234,0.7291671186685562,0.5745292976498604
6,0.6797599057356517,0.47010957680308607,0.33531036911819173,0.8812865912914276,0.23430482670664787,0.132772758603096
7,0.6949913988510767,0.4422187202862452,0.3098822231035978,0.5275757648050785,0.7530569359660149,0.6042664796113968
8,0.6758763114611308,0.4114227756105668,0.27931387342441144,0.5227212347090244,0.5438245236873627,0.37378017604351044
9,0.6578750928243001,0.46083891817769285,0.3264180188759255,0.40990421921014786,0.7527188807725906,0.6038638427853584
10,0.6109101136525472,0.5817573820551236,0.45425523494680725,0.4168274849653244,0.7785026952624321,0.6377030909061432
11,0.583493568499883,0.6254518846670787,0.4969057276844978,0.3662556856870651,0.8023246601223946,0.670370526611805
12,0.596480577190717,0.5600072792927866,0.4256956484675849,0.46585459262132645,0.6108890697360039,0.4404531307518482
13,0.5950347393751144,0.6182268597185612,0.485529806278646,0.5579789653420448,0.6113640740513802,0.44092797487974167
14,0.5700119366248448,0.5314738665630117,0.3973458770895694,0.43392328917980194,0.7246739417314529,0.5687269195914268
15,0.6366857826709748,0.47309367237754224,0.3395222673206782,0.4926002807915211,0.5413096100091934,0.3716164529323578
16,0.5483986253539721,0.5840542494699973,0.4526830814228076,0.4144531823694706,0.6193426996469498,0.4491090662777424
17,0.5334292779366175,0.6774479225277901,0.5503456940253576,0.5500042364001274,0.4574210196733475,0.29674968495965004
18,0.6343717783689499,0.4432409022058796,0.32713157833176365,0.5277887582778931,0.6154133751988411,0.4452531449496746
19,0.5997085650761922,0.502932627274972,0.37003855415868936,0.3704242371022701,0.7273271679878235,0.5718688890337944
20,0.5420431574185689,0.5811894364655018,0.447559415238599,0.2748624347150326,0.8218748420476913,0.6978817582130432
21,0.5131421114007632,0.6019418824827377,0.47844248703278147,0.37275219336152077,0.6433353200554848,0.4747769869863987
22,0.5223599766691526,0.5776106486026852,0.46007631488684897,0.3161321170628071,0.7953153178095818,0.6605422347784042
23,0.49220264454682666,0.6600555725395679,0.5349267904957136,0.27461395040154457,0.8303806334733963,0.7102296724915504
24,0.4698507830500603,0.6409834881000677,0.5169209171705405,0.3113551549613476,0.7192050814628601,0.5628173910081387
25,0.47294294387102126,0.6866165131330491,0.5634352743625641,0.27777708508074284,0.7545365542173386,0.6066394746303558
26,0.5365512897570928,0.572658638159434,0.4522049138943354,0.30501776188611984,0.7905952408909798,0.6541266217827797
27,0.506801275908947,0.60968546072642,0.4765748177965482,0.2679706122726202,0.8259295672178268,0.7037696093320847
28,0.4731962874531746,0.5902575854004908,0.47053656389728077,0.3396165817975998,0.6700099632143974,0.5047156475484371
29,0.46144286791483563,0.6606874128182729,0.5398517278333504,0.323269285261631,0.6929095312952995,0.5310921408236027
30,0.46578397502501806,0.6082094008219203,0.4922660414866567,0.2484643142670393,0.7827787771821022,0.6436238288879395
