epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.8400417864322662,0.28896468207240106,0.1742453757673502,0.9441909591356913,4.597367764258564e-10,4.597367764258564e-10
2,0.7789731919765472,0.3813722126185894,0.24585833102464677,0.9258700211842855,4.597367764258564e-10,4.597367764258564e-10
3,0.7460626900196076,0.41255611181259155,0.2681067518889904,0.9517625371615092,4.597367764258564e-10,4.597367764258564e-10
4,0.737889415025711,0.47835316956043245,0.33201565518975257,0.8274746934572855,0.6114221811294556,0.44142789642016095
5,0.7235956251621246,0.530520886182785,0.37823404744267464,0.7530146638552347,0.742962916692098,0.5919781525929769
6,0.7097379922866821,0.5499427571892739,0.39152674898505213,0.9511993130048116,0.09805213660001755,0.05161453535159429
7,0.7001869380474091,0.5799934595823288,0.42078848630189897,0.6794061462084452,0.6694420774777731,0.5035450458526611
8,0.6935890972614288,0.5867491811513901,0.4303570494055748,0.6865220864613851,0.5616970459620158,0.39129331707954407
9,0.6824354648590087,0.6390619218349457,0.47638954818248747,0.6902209122975668,0.596585194269816,0.42540737986564636
10,0.6830356538295745,0.5677392959594727,0.41276383996009824,0.6781156857808431,0.5926135778427124,0.42144259810447693
11,0.6715747117996216,0.6237489283084869,0.47252162247896196,0.6520025531450907,0.6499742468198141,0.48222853740056354
12,0.6587725937366485,0.6228488862514496,0.466946679353714,0.6865777174631754,0.5025346676508585,0.33600492278734845
13,0.6487634599208831,0.6581178039312363,0.503932785987854,0.7658326228459676,0.38486390312512714,0.2388745496670405
14,0.6577182471752167,0.537559912353754,0.3851607747375965,0.6866924365361532,0.5005165934562683,0.33454179763793945
15,0.6446171581745148,0.6401911899447441,0.5006930030882358,0.6817511916160583,0.8030401269594828,0.6710529327392578
16,0.6281613111495972,0.6684717565774918,0.5279177412390709,0.792034367720286,0.6134175658226013,0.442844957113266
17,0.6186362862586975,0.6473678335547447,0.5001516819000245,0.6183871229489645,0.7407166361808777,0.5887527863184611
18,0.6006510198116303,0.7100081861019134,0.5707974523305893,0.6911819577217102,0.7132257223129272,0.5560918748378754
19,0.5887026965618134,0.7104293823242187,0.5629068702459336,0.6386948426564535,0.5312513510386149,0.36229297518730164
20,0.5758904099464417,0.7239292919635772,0.5785078823566436,0.5699194073677063,0.7303228378295898,0.5758854746818542
21,0.5681386888027191,0.7390913605690003,0.5954647064208984,0.6214651664098104,0.5393454432487488,0.3696279426415761
22,0.5697309792041778,0.6341095954179764,0.4747806221246719,0.6472174525260925,0.7287119825681051,0.5736947059631348
23,0.6094506263732911,0.622254666686058,0.4833137921988964,0.6500028371810913,0.4582299093405406,0.2979908585548401
24,0.551606434583664,0.7049202740192413,0.5556678622961044,0.8449491659800211,0.3910060028235118,0.24348482489585876
25,0.5366153448820115,0.7294153869152069,0.5901858955621719,0.6518062353134155,0.7489317655563354,0.5996023813883463
26,0.5308707863092422,0.7511724710464478,0.6115631461143494,0.5965211391448975,0.5656381646792094,0.39487001299858093
27,0.5693017154932022,0.5330685809254646,0.37887962758541105,0.6511305769284567,0.49159008264541626,0.32637332876523334
28,0.5209594517946243,0.7169211775064468,0.5868198662996292,0.5337007443110148,0.6820087234179179,0.518964409828186
29,0.5105683863162994,0.7186733186244965,0.5843336671590805,0.4745796124140422,0.726881186167399,0.5723609725634257
30,0.49301702678203585,0.7216273993253708,0.5843954384326935,0.46071841319402057,0.7619149883588155,0.6162588397661845
