relpath,is_black,mean_luma,std_luma
himawari_20260127T223000Z.png,0,33.446,43.272
himawari_20260127T224000Z.png,0,34.923,43.917
himawari_20260127T225000Z.png,0,36.469,44.564
himawari_20260127T230000Z.png,0,38.058,45.195
himawari_20260127T231000Z.png,0,39.702,45.824
himawari_20260127T232000Z.png,0,41.361,46.424
himawari_20260127T233000Z.png,0,43.042,46.986
himawari_20260127T234000Z.png,0,44.752,47.516
himawari_20260127T235000Z.png,0,46.539,48.049
himawari_20260128T000000Z.png,0,48.507,48.649
himawari_20260128T001000Z.png,0,50.680,49.447
himawari_20260128T002000Z.png,0,52.863,50.350
himawari_20260128T003000Z.png,0,54.852,51.100
himawari_20260128T004000Z.png,0,56.587,51.689
himawari_20260128T005000Z.png,0,58.074,52.105
himawari_20260128T010000Z.png,0,59.360,52.346
himawari_20260128T011000Z.png,0,60.474,52.454
himawari_20260128T012000Z.png,0,61.562,52.600
himawari_20260128T013000Z.png,0,62.617,52.786
himawari_20260128T014000Z.png,0,63.579,52.959
himawari_20260128T015000Z.png,0,64.423,53.092
himawari_20260128T020000Z.png,0,65.148,53.195
himawari_20260128T021000Z.png,0,65.739,53.258
himawari_20260128T022000Z.png,0,66.187,53.289
himawari_20260128T023000Z.png,0,66.497,53.290
himawari_20260128T024000Z.png,1,0.552,4.053
himawari_20260128T025000Z.png,0,66.629,53.196
himawari_20260128T030000Z.png,0,66.470,53.101
himawari_20260128T031000Z.png,0,66.153,52.972
himawari_20260128T032000Z.png,0,65.673,52.793
himawari_20260128T033000Z.png,0,65.039,52.565
himawari_20260128T034000Z.png,0,64.267,52.312
himawari_20260128T035000Z.png,0,63.364,52.035
himawari_20260128T040000Z.png,0,62.365,51.763
himawari_20260128T041000Z.png,0,61.306,51.517
himawari_20260128T042000Z.png,0,60.236,51.334
himawari_20260128T043000Z.png,0,59.045,51.102
himawari_20260128T044000Z.png,0,57.530,50.624
himawari_20260128T045000Z.png,0,55.765,49.901
himawari_20260128T050000Z.png,0,53.921,49.073
himawari_20260128T051000Z.png,0,52.069,48.263
himawari_20260128T052000Z.png,0,50.153,47.424
himawari_20260128T053000Z.png,0,48.176,46.594
himawari_20260128T054000Z.png,0,46.266,45.883
himawari_20260128T055000Z.png,0,44.476,45.229
himawari_20260128T060000Z.png,0,42.744,44.570
himawari_20260128T061000Z.png,0,41.034,43.888
himawari_20260128T062000Z.png,0,39.341,43.184
himawari_20260128T063000Z.png,0,37.665,42.470
himawari_20260128T064000Z.png,0,36.033,41.756
himawari_20260128T065000Z.png,0,34.444,41.056
himawari_20260128T070000Z.png,0,32.921,40.362
himawari_20260128T071000Z.png,0,31.453,39.668
himawari_20260128T072000Z.png,0,30.045,38.984
himawari_20260128T073000Z.png,0,28.686,38.298
himawari_20260128T074000Z.png,0,27.389,37.623
himawari_20260128T075000Z.png,0,26.145,36.952
himawari_20260128T080000Z.png,0,24.956,36.297
himawari_20260128T081000Z.png,0,23.818,35.659
himawari_20260128T082000Z.png,0,22.729,35.041
himawari_20260128T083000Z.png,0,21.691,34.459
himawari_20260128T084000Z.png,0,20.707,33.917
himawari_20260128T085000Z.png,0,19.768,33.417
himawari_20260128T090000Z.png,0,18.871,32.956
himawari_20260128T091000Z.png,0,18.018,32.552
himawari_20260128T092000Z.png,0,17.202,32.200
himawari_20260128T093000Z.png,0,16.428,31.902
himawari_20260128T094000Z.png,0,15.687,31.662
himawari_20260128T095000Z.png,0,14.982,31.485
himawari_20260128T100000Z.png,0,14.310,31.360
himawari_20260128T101000Z.png,0,13.665,31.273
himawari_20260128T102000Z.png,0,13.039,31.208
himawari_20260128T103000Z.png,0,12.426,31.148
himawari_20260128T104000Z.png,0,11.812,31.077
himawari_20260128T105000Z.png,0,11.196,30.988
himawari_20260128T110000Z.png,0,10.574,30.859
himawari_20260128T111000Z.png,0,9.946,30.672
himawari_20260128T112000Z.png,0,9.309,30.385
himawari_20260128T113000Z.png,0,8.674,30.023
himawari_20260128T114000Z.png,0,8.043,29.531
himawari_20260128T115000Z.png,0,7.415,28.892
himawari_20260128T120000Z.png,0,6.790,28.099
himawari_20260128T121000Z.png,0,6.172,27.155
himawari_20260128T122000Z.png,0,5.560,26.049
himawari_20260128T123000Z.png,0,4.959,24.775
himawari_20260128T124000Z.png,0,4.374,23.370
himawari_20260128T125000Z.png,0,3.816,21.846
himawari_20260128T130000Z.png,0,3.266,20.028
himawari_20260128T131000Z.png,0,2.712,17.797
himawari_20260128T132000Z.png,0,2.278,16.098
himawari_20260128T133000Z.png,0,1.928,14.663
himawari_20260128T134000Z.png,0,1.619,13.171
himawari_20260128T135000Z.png,0,1.363,11.829
himawari_20260128T140000Z.png,0,1.157,10.641
himawari_20260128T141000Z.png,0,1.012,9.650
himawari_20260128T142000Z.png,0,0.927,8.909
himawari_20260128T143000Z.png,0,0.875,8.464
himawari_20260128T144000Z.png,1,0.552,4.053
himawari_20260128T145000Z.png,0,0.871,8.449
himawari_20260128T150000Z.png,0,0.919,8.881
himawari_20260128T151000Z.png,0,0.980,9.580
himawari_20260128T152000Z.png,0,1.100,10.521
himawari_20260128T153000Z.png,0,1.279,11.628
himawari_20260128T154000Z.png,0,1.502,12.859
himawari_20260128T155000Z.png,0,1.772,14.168
himawari_20260128T160000Z.png,0,2.097,15.622
himawari_20260128T161000Z.png,0,2.505,17.380
himawari_20260128T162000Z.png,0,3.019,19.589
himawari_20260128T163000Z.png,0,3.545,21.491
himawari_20260128T164000Z.png,0,4.067,22.966
himawari_20260128T165000Z.png,0,4.618,24.340
himawari_20260128T170000Z.png,0,5.191,25.605
himawari_20260128T171000Z.png,0,5.788,26.745
himawari_20260128T172000Z.png,0,6.404,27.753
himawari_20260128T173000Z.png,0,7.023,28.592
himawari_20260128T174000Z.png,0,7.630,29.222
himawari_20260128T175000Z.png,0,8.236,29.722
himawari_20260128T180000Z.png,0,8.849,30.159
himawari_20260128T181000Z.png,0,9.472,30.545
himawari_20260128T182000Z.png,0,10.102,30.878
himawari_20260128T183000Z.png,0,10.736,31.169
himawari_20260128T184000Z.png,0,11.378,31.447
himawari_20260128T185000Z.png,0,12.034,31.758
himawari_20260128T190000Z.png,0,12.707,32.101
himawari_20260128T191000Z.png,0,13.389,32.459
himawari_20260128T192000Z.png,0,14.084,32.833
himawari_20260128T193000Z.png,0,14.781,33.211
himawari_20260128T194000Z.png,0,15.492,33.598
himawari_20260128T195000Z.png,0,16.214,33.990
himawari_20260128T200000Z.png,0,16.956,34.391
himawari_20260128T201000Z.png,1,0.552,4.053
