timestamp_utc,relpath,mask_path,n_objects,total_cloud_frac,largest_area_px,largest_area_frac,largest_centroid_x,largest_centroid_y
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T034000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T034000Z_mask.png,5,0.1673336551170743,50457,0.10276102669379426,120.43767960837941,315.34585885011
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T035000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T035000Z_mask.png,5,0.16528890273780938,50270,0.10238018138012639,121.31119952257808,315.61810224786154
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T040000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T040000Z_mask.png,5,0.16541517230704686,50614,0.10308077382879884,123.24439878294542,314.35620579286365
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T041000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T041000Z_mask.png,5,0.16646198776814464,53069,0.10808064144941172,130.69194821835723,309.0878667395278
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T042000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T042000Z_mask.png,5,0.16713814094535176,53430,0.1088158561993267,129.6725435148793,311.6101253977166
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T043000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T043000Z_mask.png,5,0.16597320233883828,53577,0.10911523727477684,133.18550870709447,308.93786512869326
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T044000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T044000Z_mask.png,5,0.16756786480195027,54088,0.11015594291800829,131.1302691909481,313.09894985948824
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T045000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T045000Z_mask.png,5,0.16753527910666316,53372,0.10869773305391099,132.8655849509106,310.10273176946714
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T050000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T050000Z_mask.png,5,0.1690382943017802,55096,0.11220884172109497,134.51401190649048,310.12002686220416
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T051000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T051000Z_mask.png,5,0.17090586196292154,56913,0.11590935474213514,137.9346546483229,310.84007168836644
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T052000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T052000Z_mask.png,5,0.17204432469201428,58047,0.11821886589560765,139.6063706996055,310.9117439316416
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T053000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T053000Z_mask.png,5,0.17298320003747356,60096,0.12239187149831064,141.29288138977637,313.72117944621937
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T054000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T054000Z_mask.png,5,0.17348827831442346,60632,0.12348349229042815,142.28110568676607,312.28646589259796
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T055000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T055000Z_mask.png,5,0.1738304281149379,61351,0.12494781197239177,143.63508337272415,311.4948248602305
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T060000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T060000Z_mask.png,5,0.1742886644549126,61749,0.12575838114265814,145.45832321171193,310.64038284020796
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T061000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T061000Z_mask.png,5,0.17582426534531673,62456,0.12719826155315644,147.16193800435508,310.10628282310745
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T062000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T062000Z_mask.png,5,0.1762580624138261,63362,0.12904342654878792,148.18665761813074,311.05631135380827
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T063000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T063000Z_mask.png,5,0.1768099826277512,63835,0.1300067411657125,149.5618704472468,311.01329991384034
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T064000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T064000Z_mask.png,5,0.17557987263066355,63083,0.12847521348721927,148.53202923133014,309.3513783428182
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T065000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T065000Z_mask.png,5,0.17531918706836683,62871,0.12804345302466533,149.01192918833803,308.495904312004
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T070000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T070000Z_mask.png,5,0.17527030852543618,63751,0.12983566626545529,149.78585433953978,308.0208624178444
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T071000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T071000Z_mask.png,5,0.17457378928867465,63143,0.12859740984454587,149.7256861409816,309.0091854995803
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T072000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T072000Z_mask.png,5,0.17392411198888827,62411,0.12710661428516148,148.91257951322683,308.2878819438881
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T073000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T073000Z_mask.png,5,0.17369193890996776,63040,0.12838763943113524,149.91871827411168,308.39973032994925
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T074000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T074000Z_mask.png,5,0.1735188274037551,39265,0.07996733284047469,162.99289443524768,368.51465681905006
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T075000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T075000Z_mask.png,5,0.17517458804553035,39382,0.08020561573726154,165.16372962267025,367.96328271799297
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T080000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T080000Z_mask.png,5,0.176960691468454,66412,0.13525507471288947,156.86639462747695,303.97273083177737
,data/japan_raw/2026-03-02/master/frames/himawari_20260301T081000Z.png,/home/runner/work/himawari-ml/himawari-ml/out/2026-03-02/daily/masks/himawari_20260301T081000Z_mask.png,5,0.1790339563310951,67499,0.13746886538645617,159.2698114046134,302.5519933628646
