relpath,is_black,mean_luma,std_luma
himawari_20260302T005000Z.png,0,114.446,41.945
himawari_20260302T010000Z.png,0,114.241,41.909
himawari_20260302T011000Z.png,0,114.090,41.870
himawari_20260302T012000Z.png,0,113.976,41.847
himawari_20260302T013000Z.png,0,113.873,41.842
himawari_20260302T014000Z.png,0,113.811,41.867
himawari_20260302T015000Z.png,0,113.795,41.901
himawari_20260302T020000Z.png,0,113.741,41.930
himawari_20260302T021000Z.png,0,113.740,41.988
himawari_20260302T022000Z.png,0,113.759,42.050
himawari_20260302T023000Z.png,0,113.836,42.134
himawari_20260302T024000Z.png,0,95.351,34.846
himawari_20260302T025000Z.png,0,114.035,42.286
himawari_20260302T030000Z.png,0,114.244,42.342
himawari_20260302T031000Z.png,0,114.451,42.427
himawari_20260302T032000Z.png,0,114.628,42.521
himawari_20260302T033000Z.png,0,114.805,42.641
