epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.8607575376828511,0.289902625977993,0.18594738990068435,1.016907311975956,0.22064052755013108,0.17971253441646695
2,0.823393452167511,0.38053488979736966,0.25499564334750174,0.8187388777732849,0.47074493020772934,0.3416600674390793
3,0.8050779541333516,0.43203722635904945,0.30032581016421317,0.8493507504463196,0.5540385954082012,0.4476899914443493
4,0.792822261651357,0.4765852759281794,0.3435438260436058,0.7994520962238312,0.40705760940909386,0.2811372112482786
5,0.7827515006065369,0.4675310472647349,0.33432784577210745,0.7906665578484535,0.5034702718257904,0.3686228431761265
6,0.7695868055025736,0.5327144210537275,0.3997274940212568,0.7764355465769768,0.6412386298179626,0.5212431102991104
7,0.7574279169241588,0.5247521504759789,0.39147298485040666,0.7538997903466225,0.6237051822245121,0.5060404911637306
8,0.744537615776062,0.538582510749499,0.40403196041782696,0.7589998543262482,0.5763449668884277,0.44807338155806065
9,0.7346987545490264,0.5214846591154735,0.3875582824150721,0.7616275325417519,0.5269998349249363,0.3906546141952276
10,0.7166515370210012,0.5507820824782054,0.4191450516382853,0.7221272438764572,0.6490251421928406,0.5275420136749744
11,0.7093376417954763,0.5589674631754558,0.4245965674519539,0.6933229342103004,0.5629921779036522,0.4350197669118643
12,0.6989934881528218,0.4912525380651156,0.3636519161363443,0.7279373705387115,0.5497786104679108,0.41625412553548813
13,0.6704048832257589,0.5955376585324605,0.46093075970808667,0.6900842860341072,0.4983609914779663,0.3660920560359955
14,0.6652629017829895,0.5074851602315903,0.3780374986430009,0.6540759280323982,0.5306294858455658,0.3986381310969591
15,0.6403887867927551,0.5754095633824666,0.44252322415510814,0.7010165601968765,0.419523224234581,0.2879259083420038
16,0.6265475829442342,0.5629203855991364,0.42908533761898676,0.6723556965589523,0.45729587972164154,0.3274741731584072
17,0.5995080918073654,0.6040905565023422,0.4752082695563634,0.6194309592247009,0.5597978122532368,0.4260605722665787
18,0.5807530105113983,0.6425339683890343,0.5163432763268551,0.5982028841972351,0.7044985741376877,0.5967182479798794
19,0.5587296386559805,0.6302598059177399,0.5048120970527331,0.5784138105809689,0.6076874509453773,0.4839517828077078
20,0.5432061811288198,0.6341736833254497,0.5090031454960505,0.5661975480616093,0.5624572560191154,0.423396322876215
21,0.5306212822596232,0.5918021023273468,0.46465240269899366,0.6105275899171829,0.49816978722810745,0.372692221775651
22,0.5117754538853964,0.6307565261920293,0.5074636429548264,0.5065652914345264,0.6430399902164936,0.530211117118597
23,0.4888542234897614,0.6438512871662776,0.5166816025972366,0.47722548618912697,0.6835092231631279,0.5591447129845619
24,0.4661463350057602,0.6752630323171616,0.5520735879739126,0.4903118386864662,0.6184882372617722,0.4861813634634018
25,0.4559716055790583,0.6857146014769872,0.5677070170640945,0.4772849529981613,0.6056350991129875,0.4688887186348438
26,0.43830679555734,0.6972971787055333,0.5725381404161454,0.5575509183108807,0.7681243866682053,0.654118724167347
27,0.4165755222241084,0.7120453248421351,0.5895111352205277,0.4165063500404358,0.7001409567892551,0.5861244276165962
28,0.405641216536363,0.7197966476281484,0.6015440891186397,0.4720984287559986,0.6029332689940929,0.46814562380313873
29,0.401622848212719,0.7029788106679916,0.5826739490032196,0.47641126066446304,0.7775828391313553,0.665640190243721
30,0.3850347434480985,0.7147320369879405,0.5959671835104624,0.3981314115226269,0.6495075821876526,0.5344392918050289
