epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
1,0.8721485550586994,0.24058061522933152,0.14562484077536142,0.9986553617886135,0.3096031961031258,0.29467639972738524
2,0.8210080036750207,0.3857763684712924,0.25984671912514246,0.8181971056120736,0.514662333897182,0.3986271449497768
3,0.8047575675524198,0.44738517644313663,0.3144616410136223,0.8036491019385201,0.542449061359678,0.427880265883037
4,0.7898120077756735,0.5151869975603544,0.3792979705792207,0.7985867091587612,0.5168494369302478,0.400968428168978
5,0.7782177443687732,0.5130930044330083,0.375125364615367,0.8005303485052926,0.5200725708689008,0.4043225667306355
6,0.7712329075886653,0.5223416101474029,0.38813237158151775,0.7977113723754883,0.5524442195892334,0.44201329350471497
7,0.7584266341649569,0.5323418287130502,0.3964571522978636,0.7700273990631104,0.5753775238990784,0.461840169770377
8,0.7447964365665729,0.5465878351376607,0.4115016649548824,0.7977887562343052,0.4365681069237845,0.32771130331924986
9,0.7366817524799933,0.5374753159972337,0.40271011281471986,0.7980566450527736,0.3731978620801653,0.2765028753450939
10,0.7216057410606971,0.531166347173544,0.3971397246305759,0.7374525836535862,0.8594017795154026,0.7733743701662336
11,0.7136839582369878,0.5547615117751635,0.42351520978487456,0.732759850365775,0.7619908622332981,0.6576890093939645
12,0.696992793908486,0.5615681352523657,0.4267784987504666,0.7238449028560093,0.6192177278654916,0.5129974782466888
13,0.6842378790561969,0.5679330986279708,0.4362204000353813,0.711887036051069,0.5392965802124569,0.4266321190765926
14,0.6763776724155133,0.5378934804063576,0.4069711316663485,0.7326170802116394,0.7963551538331168,0.7073181228978294
15,0.6530268031817216,0.5992687126764884,0.4686271622776985,0.69721576997212,0.6707195895058768,0.5554593971797398
16,0.6394294924460925,0.5774278508929106,0.4520987644791603,0.6701359408242362,0.6406891856874738,0.5362456909247807
17,0.6269687849741715,0.5973518112531075,0.47020598500967026,0.6641364182744708,0.6966176543916974,0.5839003069060189
18,0.6101728150477777,0.6096750933390397,0.48401132913736195,0.6454011797904968,0.7825496026447841,0.6862127355166844
19,0.5938377678394318,0.6309192730830266,0.5024320173722047,0.636889636516571,0.7125810214451381,0.6041898386819022
20,0.5818581420641679,0.605191205556576,0.47979159825123274,0.659323513507843,0.6493935286998749,0.534466585942677
21,0.5636277210253936,0.6365660383151128,0.5095211668656423,0.6228549565587725,0.6714475495474679,0.5621129444667271
22,0.5464094132184982,0.6329252060789329,0.5080641126976564,0.586329481431416,0.813668259552547,0.7293122410774231
23,0.5257607228480853,0.6390379048310794,0.5188932281274062,0.5728700075830732,0.780045109135764,0.6913629344531468
24,0.5102777228905604,0.657137373319039,0.5317765646255933,0.5569061509200505,0.763775612626757,0.6588942962033408
25,0.4911660964672382,0.6558873355388641,0.5357415504180468,0.513889478785651,0.7854583944593158,0.6837235774312701
26,0.49543375693834746,0.6424645219857876,0.5141977696464612,0.5721706535134997,0.7869024702480861,0.6898941823414394
27,0.46459667957746065,0.6798773763271478,0.5591872729934179,0.5103658011981419,0.866491939340319,0.7836371830531529
28,0.44444481569987077,0.7000385866715357,0.5785629726373233,0.4942131425653185,0.7764393176351275,0.6712319680622646
29,0.4408138067676471,0.6600798632089908,0.5377756976164304,0.5536788403987885,0.6301537539277758,0.5172322945935386
30,0.4269816497197518,0.6887966864384137,0.5699073454508414,0.48148522632462637,0.8401312487465995,0.7595314724104745
