relpath,is_black,mean_luma,std_luma
himawari_20260128T210000Z.png,0,21.938,37.036
himawari_20260128T211000Z.png,0,22.904,37.513
himawari_20260128T212000Z.png,0,23.915,37.994
himawari_20260128T213000Z.png,0,24.982,38.507
himawari_20260128T214000Z.png,0,26.117,39.049
himawari_20260128T215000Z.png,0,27.305,39.609
himawari_20260128T220000Z.png,0,28.558,40.186
himawari_20260128T221000Z.png,0,29.878,40.780
himawari_20260128T222000Z.png,0,31.259,41.390
himawari_20260128T223000Z.png,0,32.697,42.019
himawari_20260128T224000Z.png,0,34.201,42.651
himawari_20260128T225000Z.png,0,35.760,43.279
himawari_20260128T230000Z.png,0,37.359,43.894
himawari_20260128T231000Z.png,0,38.993,44.500
himawari_20260128T232000Z.png,0,40.642,45.079
himawari_20260128T233000Z.png,0,42.291,45.604
himawari_20260128T234000Z.png,0,43.967,46.097
himawari_20260128T235000Z.png,0,45.710,46.583
himawari_20260129T000000Z.png,0,47.624,47.148
himawari_20260129T001000Z.png,0,49.731,47.905
himawari_20260129T002000Z.png,0,51.874,48.788
himawari_20260129T003000Z.png,0,53.833,49.527
himawari_20260129T004000Z.png,0,55.540,50.071
himawari_20260129T005000Z.png,0,57.007,50.417
himawari_20260129T010000Z.png,0,58.240,50.567
himawari_20260129T011000Z.png,0,59.347,50.645
himawari_20260129T012000Z.png,0,60.440,50.768
himawari_20260129T013000Z.png,0,61.510,50.943
himawari_20260129T014000Z.png,0,62.501,51.124
himawari_20260129T015000Z.png,0,63.390,51.290
himawari_20260129T020000Z.png,0,64.142,51.430
himawari_20260129T021000Z.png,0,64.769,51.546
himawari_20260129T022000Z.png,0,65.269,51.627
himawari_20260129T023000Z.png,0,65.626,51.679
himawari_20260129T025000Z.png,0,65.863,51.672
himawari_20260129T030000Z.png,0,65.744,51.606
himawari_20260129T031000Z.png,0,65.472,51.499
himawari_20260129T032000Z.png,0,65.043,51.349
himawari_20260129T033000Z.png,0,64.460,51.156
himawari_20260129T034000Z.png,0,63.733,50.940
himawari_20260129T035000Z.png,0,62.880,50.704
himawari_20260129T040000Z.png,0,61.909,50.447
himawari_20260129T041000Z.png,0,60.879,50.203
himawari_20260129T042000Z.png,0,59.833,50.011
himawari_20260129T043000Z.png,0,58.676,49.793
himawari_20260129T044000Z.png,0,57.217,49.375
himawari_20260129T045000Z.png,0,55.515,48.750
himawari_20260129T050000Z.png,0,53.724,48.042
himawari_20260129T051000Z.png,0,51.853,47.261
himawari_20260129T052000Z.png,0,49.900,46.425
himawari_20260129T053000Z.png,0,47.909,45.624
himawari_20260129T054000Z.png,0,45.978,44.951
himawari_20260129T055000Z.png,0,44.178,44.348
himawari_20260129T060000Z.png,0,42.448,43.748
himawari_20260129T061000Z.png,0,40.756,43.119
himawari_20260129T062000Z.png,0,39.080,42.460
himawari_20260129T063000Z.png,0,37.431,41.788
himawari_20260129T064000Z.png,0,35.820,41.106
himawari_20260129T065000Z.png,0,34.248,40.411
himawari_20260129T070000Z.png,0,32.741,39.715
himawari_20260129T071000Z.png,0,31.290,39.008
himawari_20260129T072000Z.png,0,29.894,38.296
himawari_20260129T073000Z.png,0,28.545,37.582
himawari_20260129T074000Z.png,0,27.244,36.877
himawari_20260129T075000Z.png,0,25.993,36.167
himawari_20260129T080000Z.png,0,24.790,35.472
himawari_20260129T081000Z.png,0,23.640,34.800
himawari_20260129T082000Z.png,0,22.532,34.161
himawari_20260129T083000Z.png,0,21.461,33.564
himawari_20260129T084000Z.png,0,20.437,33.021
himawari_20260129T085000Z.png,0,19.461,32.544
himawari_20260129T090000Z.png,0,18.536,32.130
himawari_20260129T091000Z.png,0,17.661,31.780
himawari_20260129T092000Z.png,0,16.837,31.493
himawari_20260129T093000Z.png,0,16.059,31.265
himawari_20260129T094000Z.png,0,15.327,31.094
himawari_20260129T095000Z.png,0,14.637,30.976
himawari_20260129T100000Z.png,0,13.977,30.896
himawari_20260129T101000Z.png,0,13.346,30.832
himawari_20260129T102000Z.png,0,12.732,30.774
himawari_20260129T103000Z.png,0,12.132,30.720
himawari_20260129T104000Z.png,0,11.538,30.657
himawari_20260129T105000Z.png,0,10.948,30.581
himawari_20260129T110000Z.png,0,10.356,30.470
himawari_20260129T111000Z.png,0,9.763,30.301
himawari_20260129T112000Z.png,0,9.167,30.039
himawari_20260129T113000Z.png,0,8.571,29.718
himawari_20260129T114000Z.png,0,7.981,29.318
himawari_20260129T115000Z.png,0,7.391,28.799
himawari_20260129T120000Z.png,0,6.795,28.115
himawari_20260129T121000Z.png,0,6.192,27.235
himawari_20260129T122000Z.png,0,5.586,26.160
himawari_20260129T123000Z.png,0,4.990,24.932
himawari_20260129T124000Z.png,0,4.410,23.558
himawari_20260129T125000Z.png,0,3.850,22.037
himawari_20260129T130000Z.png,0,3.298,20.277
himawari_20260129T131000Z.png,0,2.748,18.159
himawari_20260129T132000Z.png,0,2.299,16.376
himawari_20260129T133000Z.png,0,1.932,14.825
himawari_20260129T134000Z.png,0,1.614,13.270
himawari_20260129T135000Z.png,0,1.354,11.894
himawari_20260129T140000Z.png,0,1.145,10.663
himawari_20260129T141000Z.png,0,1.000,9.617
himawari_20260129T142000Z.png,0,0.908,8.809
himawari_20260129T143000Z.png,0,0.853,8.290
himawari_20260129T145000Z.png,0,0.841,8.166
himawari_20260129T150000Z.png,0,0.885,8.574
himawari_20260129T151000Z.png,0,0.942,9.276
himawari_20260129T152000Z.png,0,1.053,10.183
himawari_20260129T153000Z.png,0,1.229,11.288
himawari_20260129T154000Z.png,0,1.453,12.558
himawari_20260129T155000Z.png,0,1.725,13.950
himawari_20260129T160000Z.png,0,2.041,15.389
himawari_20260129T161000Z.png,0,2.413,16.934
himawari_20260129T162000Z.png,0,2.879,18.878
himawari_20260129T163000Z.png,0,3.398,20.787
himawari_20260129T164000Z.png,0,3.909,22.274
himawari_20260129T165000Z.png,0,4.453,23.663
himawari_20260129T170000Z.png,0,5.028,24.976
himawari_20260129T171000Z.png,0,5.620,26.183
himawari_20260129T172000Z.png,0,6.216,27.223
himawari_20260129T173000Z.png,0,6.805,28.051
himawari_20260129T174000Z.png,0,7.388,28.657
himawari_20260129T175000Z.png,0,7.966,29.090
himawari_20260129T180000Z.png,0,8.541,29.383
himawari_20260129T181000Z.png,0,9.133,29.656
himawari_20260129T182000Z.png,0,9.732,29.895
himawari_20260129T183000Z.png,0,10.332,30.073
himawari_20260129T184000Z.png,0,10.951,30.261
himawari_20260129T185000Z.png,0,11.589,30.485
himawari_20260129T190000Z.png,0,12.253,30.767
himawari_20260129T191000Z.png,0,12.933,31.101
himawari_20260129T192000Z.png,0,13.634,31.479
himawari_20260129T193000Z.png,0,14.350,31.883
himawari_20260129T194000Z.png,0,15.083,32.299
himawari_20260129T195000Z.png,0,15.829,32.727
himawari_20260129T200000Z.png,0,16.584,33.155
himawari_20260129T201000Z.png,0,17.359,33.583
himawari_20260129T202000Z.png,0,18.151,34.014
himawari_20260129T203000Z.png,0,18.972,34.452
himawari_20260129T204000Z.png,0,19.820,34.899
himawari_20260129T205000Z.png,0,20.701,35.353
himawari_20260129T210000Z.png,0,21.625,35.825
himawari_20260129T211000Z.png,0,22.584,36.296
himawari_20260129T212000Z.png,0,23.597,36.793
himawari_20260129T213000Z.png,0,24.657,37.307
himawari_20260129T214000Z.png,0,25.761,37.833
himawari_20260129T215000Z.png,0,26.914,38.364
himawari_20260129T220000Z.png,0,28.128,38.907
himawari_20260129T221000Z.png,1,0.552,4.053
